frame |NNN|EEEEE S|TNE TTTT VV|TNE TTTT VV|TNE TTTT VV|
02606 |...|..... .|... +0F8 ..|... .... +2|... +03E ..|
02607 |...|..... .|... .... ..|TnE .... -F|... .... -1|
02608 |...|..... .|.n. .... -5|... .... ..|... .... ..|
02609 |...|..... .|... -03B ..|... .... ..|... .... -1|
02610 |...|..... .|... -040 ..|... .... ..|... .... ..|
02611 |...|-005D 8|.N. -0D4 +2|.Ne -AEA +C|... .... -1|
02612 |...|..... .|.n. +04A ..|tnE .... -C|... .... ..|
02613 |...|..... .|... .... -1|... .... ..|... .... -1|
02614 |...|..... .|... +105 -1|... .... ..|... .... ..|
02615 |...|..... .|... -03B ..|... .... ..|... .... -1|
02616 |...|..... .|... -040 ..|... .... ..|... .... ..|
02617 |+08|+005D C|.N. -090 +5|TNe +1BA +F|.N. -029 +8|
02618 |...|..... .|.n. +0D0 ..|.n. .... ..|.n. +035 ..|
02619 |...|..... .|... .... -1|.N. .... -2|... .... -1|
02620 |-02|..... .|... +03B -4|... -29C -2|... .... ..|
02621 |...|..... .|... -03B ..|... +064 -1|... .... -1|
02622 |+06|..... .|... -040 ..|... +064 ..|... .... ..|
02623 |-0C|..... C|.N. -07D +2|... -12C +2|... .... ..|
02624 |...|..... .|.n. +0F8 ..|tnE .... -C|... .... ..|
02625 |...|..... .|... .... -1|... .... ..|... .... -1|
02626 |...|..... .|... .... -1|... .... ..|... .... ..|
02627 |...|..... .|... -03B ..|... .... ..|... .... -1|
02628 |...|..... .|... -040 ..|... .... ..|... .... ..|
02629 |...|-005D C|.N. -0D6 +5|.Ne +45E +D|.N. -03A +4|
02630 |...|..... .|... +046 ..|... .... +2|.n. +02E ..|
02631 |...|..... .|... .... ..|TnE .... -F|... .... -1|
02632 |...|..... .|.n. +10B -5|... .... ..|... .... ..|
02633 |...|..... .|... -03B ..|... .... ..|... .... -1|
02634 |...|..... .|... -040 ..|... .... ..|... .... ..|
02635 |...|+005D 8|.N. -090 +2|.Ne -518 +C|... .... ..|
02636 |...|..... .|.n. +0D0 ..|tnE .... -C|... .... ..|
02637 |...|..... .|... .... -1|... .... ..|... .... -1|
02638 |...|..... .|... +03B -1|... .... ..|... .... ..|
02639 |...|..... .|... -03B ..|... .... ..|... .... -1|
02640 |...|..... .|... -040 ..|... .... ..|... .... ..|
02641 |+10|-005D C|.N. -07D +5|TNe +1BA +F|... -03E -1|
02642 |...|..... .|.n. +0F8 ..|.n. .... ..|... +03E ..|
02643 |...|..... .|... .... -1|... .... -2|... .... -1|
02644 |-08|..... .|... .... -4|t.E .... -D|... .... ..|
02645 |...|..... .|... -03B ..|... .... ..|... .... ..|
02646 |...|..... .|... -040 ..|... .... ..|... .... ..|
02647 |-08|+005D C|.N. -0D6 +2|TNe -0BA +C|... .... -1|
02648 |...|..... .|.n. +046 ..|tnE .... -C|... .... ..|
02649 |...|..... .|... .... -1|... .... ..|... .... -1|
-------------------------------------------------------
02650 |...|..... .|... +10B -1|... .... ..|... .... ..|
02651 |...|..... .|... -03B ..|... .... ..|... .... -1|
02652 |...|..... .|... -040 ..|... .... ..|... .... ..|
02653 |...|..... C|.N. -090 +5|.Ne +AEA +D|.N. -029 +7|
02654 |...|..... .|... +0D0 ..|... .... +2|.n. +035 ..|
02655 |...|..... .|... .... ..|TnE .... -F|... .... -1|
02656 |...|..... .|.n. +03B -5|... .... ..|... .... ..|
02657 |...|..... .|... -03B ..|... .... ..|... .... ..|
02658 |...|..... .|... -040 ..|... .... ..|... .... ..|
02659 |...|-005D 8|.N. -07D +2|.Ne -A30 +C|... .... -1|
02660 |...|..... .|.n. +0F8 ..|tnE .... -C|... .... ..|
02661 |...|..... .|... .... -1|... .... ..|... .... -1|
02662 |...|..... .|... .... -1|... .... ..|... .... ..|
02663 |...|..... .|... -03B ..|... .... ..|... .... ..|
02664 |...|..... .|... -040 ..|... .... ..|... .... ..|
02665 |+08|+005D C|.N. -0D0 +5|TNe .... +F|.N. +03D +6|
02666 |...|..... .|.n. +053 ..|.n. .... ..|.n. +0A6 ..|
02667 |...|..... .|... .... -1|.N. .... -2|... .... ..|
02668 |-02|..... .|... +0F8 -4|... -29C -2|... +001 ..|
02669 |...|..... .|... -03B ..|... +064 -1|... .... ..|
02670 |+06|..... .|... -040 ..|... +064 ..|... .... ..|
02671 |-0C|..... C|.N. -090 +2|... -1E6 +2|... .... ..|
02672 |...|..... .|.n. +0D0 ..|tnE .... -C|... -001 ..|
02673 |...|..... .|... .... -1|... .... ..|... .... ..|
02674 |...|..... .|... +03B -1|... .... ..|... +001 ..|
02675 |...|..... .|... -03B ..|... .... ..|... .... ..|
02676 |...|..... .|... -040 ..|... .... ..|... .... -1|
02677 |+08|-005D C|.N. -07D +5|TNe +1BA +F|.N. -0DE +1|
02678 |...|..... .|.n. +0F8 ..|.n. .... ..|.n. +0DD ..|
02679 |...|..... .|... .... -1|.N. .... -2|... .... ..|
02680 |-02|..... .|... .... -4|... -29C -2|... +001 ..|
02681 |...|..... .|... -03B ..|... +064 -1|... .... ..|
02682 |+06|..... .|... -040 ..|... +064 ..|... .... ..|
02683 |+04|+005D C|.N. -0D0 +2|... -02C +5|... .... +1|
02684 |...|..... .|.n. +053 ..|.n. .... ..|... -001 ..|
02685 |-08|..... .|... .... -1|.N. .... -2|... .... ..|
02686 |-02|..... .|... +0F8 -1|... -29C -2|... +001 ..|
02687 |...|..... .|... -03B ..|... +064 -1|... .... ..|
02688 |+06|..... .|... -040 ..|... +064 ..|... .... -1|
02689 |-04|-0067 C|.N. -0DD +5|... -054 +5|.N. -0FA +2|
02690 |...|..... .|.n. +037 ..|.n. .... ..|.n. +053 ..|
02691 |...|..... .|... .... -1|... .... -2|... .... ..|
02692 |-08|..... .|... +0F9 -4|t.E .... -D|... +001 ..|
02693 |...|..... .|... -045 ..|... .... ..|... .... ..|
02694 |...|..... .|... -02A ..|... .... ..|... .... ..|
02695 |...|+0053 C|.N. -06E +2|TNe .... +C|... .... ..|
02696 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
02697 |...|..... .|... .... -1|... .... ..|... .... ..|
02698 |...|..... .|... .... -1|... .... ..|... +001 ..|
02699 |...|..... .|... -045 ..|... .... ..|... .... ..|
-------------------------------------------------------
02700 |...|..... .|... -02A ..|... .... ..|... .... -1|
02701 |...|..... C|.N. -06E +5|.Ne +913 +D|.N. -070 ..|
02702 |...|..... .|... +0DD ..|... .... +2|.n. +06F ..|
02703 |...|..... .|... .... ..|TnE .... -F|... .... ..|
02704 |...|..... .|.n. .... -5|... .... ..|... +001 ..|
02705 |...|..... .|... -045 ..|... .... ..|... .... ..|
02706 |...|..... .|... -02A ..|... .... ..|... .... ..|
02707 |...|-0053 8|.N. -0C1 +2|.Ne -9B9 +C|... .... ..|
02708 |...|..... .|.n. +037 ..|tnE .... -C|... -001 ..|
02709 |...|..... .|... .... -1|... .... ..|... .... ..|
02710 |...|..... .|... +0F9 -1|... .... ..|... +001 ..|
02711 |...|..... .|... -045 ..|... .... ..|... .... ..|
02712 |...|..... .|... -02A ..|... .... ..|... .... -1|
02713 |+08|+0053 C|.N. -085 +5|TNe +1A6 +F|.N. -054 ..|
02714 |...|..... .|.n. +0AF ..|.n. .... ..|.n. +053 ..|
02715 |...|..... .|... .... -1|.N. .... -2|... .... ..|
02716 |-02|..... .|... +045 -4|... -29C -2|... +001 ..|
02717 |...|..... .|... -045 ..|... +064 -1|... .... ..|
02718 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
02719 |-0C|..... C|.N. -06E +2|... -12C +2|... .... ..|
02720 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
02721 |...|..... .|... .... -1|... .... ..|... .... ..|
02722 |...|..... .|... .... -1|... .... ..|... +001 ..|
02723 |...|..... .|... -045 ..|... .... ..|... .... ..|
02724 |...|..... .|... -02A ..|... .... ..|... .... -1|
02725 |...|-0053 C|.N. -0BA +5|.Ne +3E3 +D|.N. -070 ..|
02726 |...|..... .|... +046 ..|... .... +2|.n. +06F ..|
02727 |...|..... .|... .... ..|TnE .... -F|... .... ..|
02728 |...|..... .|.n. +0E3 -5|... .... ..|... +001 ..|
02729 |...|..... .|... -045 ..|... .... ..|... .... ..|
02730 |...|..... .|... -02A ..|... .... ..|... .... ..|
02731 |...|+0053 8|.N. -085 +2|.Ne -489 +C|... .... ..|
02732 |...|..... .|.n. +0AF ..|tnE .... -C|... -001 ..|
02733 |...|..... .|... .... -1|... .... ..|... .... ..|
02734 |...|..... .|... +045 -1|... .... ..|... +001 ..|
02735 |...|..... .|... -045 ..|... .... ..|... .... ..|
02736 |...|..... .|... -02A ..|... .... ..|... .... -1|
02737 |+08|-0053 C|.N. -06E +5|TNe +1A6 +F|.N. -054 ..|
02738 |...|..... .|.n. +0DD ..|.n. .... ..|.n. +053 ..|
02739 |...|..... .|... .... -1|... .... -2|... .... ..|
02740 |-08|..... .|... .... -4|t.E .... -D|... +001 ..|
02741 |...|..... .|... -045 ..|... .... ..|... .... ..|
02742 |...|..... .|... -02A ..|... .... ..|... .... ..|
02743 |...|+0053 C|.N. -0BA +2|TNe -0A6 +C|... .... ..|
02744 |...|..... .|.n. +046 ..|tnE .... -C|... -001 ..|
02745 |...|..... .|... .... -1|... .... ..|... .... ..|
02746 |...|..... .|... +0E3 -1|... .... ..|... +001 ..|
02747 |...|..... .|... -045 ..|... .... ..|... .... ..|
02748 |...|..... .|... -02A ..|... .... ..|... .... -1|
02749 |...|..... C|.N. -085 +5|.Ne +9B9 +D|.N. -070 ..|
-------------------------------------------------------
02750 |...|..... .|... +0AF ..|... .... +2|.n. +074 ..|
02751 |...|..... .|... .... ..|TnE .... -F|... +005 ..|
02752 |...|..... .|.n. +045 -5|... .... ..|... +006 ..|
02753 |...|..... .|... -045 ..|... .... ..|... +005 ..|
02754 |...|..... .|... -02A ..|... .... ..|... +005 ..|
02755 |...|-0053 8|.N. -06E +2|.Ne -913 +C|... +005 ..|
02756 |...|..... .|.n. +0DD ..|tnE .... -C|... +004 ..|
02757 |...|..... .|... .... -1|... .... ..|... +005 ..|
02758 |...|..... .|... .... -1|... .... ..|... +006 ..|
02759 |...|..... .|... -045 ..|... .... ..|... +005 ..|
02760 |...|..... .|... -02A ..|... .... ..|... +005 -1|
02761 |+08|+0053 C|.N. -0BE +5|TNe .... +F|.N. -090 +6|
02762 |...|..... .|.n. +03E ..|.n. .... ..|.n. +04F ..|
02763 |...|..... .|... .... -1|.N. .... -2|... .... ..|
02764 |-02|..... .|... +0EF -4|... -29C -2|... +001 ..|
02765 |...|..... .|... -045 ..|... +064 -1|... .... ..|
02766 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
02767 |-0C|..... C|.N. -085 +2|... -1D2 +2|... .... ..|
02768 |...|..... .|.n. +0AF ..|tnE .... -C|... -001 ..|
02769 |...|..... .|... .... -1|... .... ..|... .... ..|
02770 |...|..... .|... +045 -1|... .... ..|... +001 ..|
02771 |...|..... .|... -045 ..|... .... ..|... .... ..|
02772 |...|..... .|... -02A ..|... .... ..|... .... -1|
02773 |...|-0053 C|.N. -06E +5|.Ne +489 +D|.N. -04B +1|
02774 |...|..... .|... +0DD ..|... .... +2|.n. +053 ..|
02775 |...|..... .|... .... ..|TnE .... -F|... .... ..|
02776 |...|..... .|.n. .... -5|... .... ..|... +001 ..|
02777 |...|..... .|... -045 ..|... .... ..|... .... ..|
02778 |...|..... .|... -02A ..|... .... ..|... .... ..|
02779 |...|+0053 8|.N. -0BE +2|.Ne -3E3 +C|... .... ..|
02780 |...|..... .|.n. +03E ..|tnE .... -C|... -001 ..|
02781 |...|..... .|... .... -1|... .... ..|... .... ..|
02782 |...|..... .|... +0EF -1|... .... ..|... +001 ..|
02783 |...|..... .|... -045 ..|... .... ..|... .... ..|
02784 |...|..... .|... -02A ..|... .... ..|... .... -1|
02785 |+08|-0053 C|.N. -0B8 +5|TNe .... +F|.N. -059 -2|
02786 |...|..... .|.n. +04A ..|.n. .... ..|.n. +04F ..|
02787 |...|..... .|... .... -1|... .... -2|... .... ..|
02788 |-08|..... .|... +0DD -4|t.E .... -D|... +001 ..|
02789 |...|..... .|... -045 ..|... .... ..|... .... ..|
02790 |...|..... .|... -02A ..|... .... ..|... .... ..|
02791 |...|+0053 C|.N. -06E +2|TNe .... +C|.N. -04B ..|
02792 |...|..... .|.n. +0DD ..|tnE .... -C|.n. +053 ..|
02793 |...|..... .|... .... -1|... .... ..|... .... ..|
02794 |...|..... .|... .... -1|... .... ..|... +001 ..|
02795 |...|..... .|... -045 ..|... .... ..|... .... ..|
02796 |...|..... .|... -02A ..|... .... ..|... .... ..|
02797 |...|..... C|.N. -06E +5|.Ne +913 +D|.N. -04A +3|
02798 |...|..... .|... +0DD ..|... .... +2|.n. +05D ..|
02799 |...|..... .|... .... ..|TnE .... -F|... .... ..|
-------------------------------------------------------
02800 |...|..... .|.n. .... -5|... .... ..|... +001 ..|
02801 |...|..... .|... -045 ..|... .... ..|... .... ..|
02802 |...|..... .|... -02A ..|... .... ..|... .... ..|
02803 |...|-0053 8|.N. -0BE +2|.Ne -9B9 +C|... .... ..|
02804 |...|..... .|.n. +03E ..|tnE .... -C|... -001 ..|
02805 |...|..... .|... .... -1|... .... ..|... .... ..|
02806 |...|..... .|... +0EF -1|... .... ..|... +001 ..|
02807 |...|..... .|... -045 ..|... .... ..|... .... ..|
02808 |...|..... .|... -02A ..|... .... ..|... .... -1|
02809 |+08|+0053 C|.N. -093 +5|TNe +1A6 +F|.N. -068 -2|
02810 |...|..... .|.n. +093 ..|.n. .... ..|.n. +053 ..|
02811 |...|..... .|... .... -1|.N. .... -2|... .... ..|
02812 |-02|..... .|... +06F -4|... -29C -2|... +001 ..|
02813 |...|..... .|... -045 ..|... +064 -1|... .... ..|
02814 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
02815 |-0C|..... C|.N. -06E +2|... -12C +2|.N. -04A ..|
02816 |...|..... .|.n. +0DD ..|tnE .... -C|.n. +05D ..|
02817 |...|..... .|... .... -1|... .... ..|... .... ..|
02818 |...|..... .|... .... -1|... .... ..|... +001 ..|
02819 |...|..... .|... -045 ..|... .... ..|... .... ..|
02820 |...|..... .|... -02A ..|... .... ..|... .... ..|
02821 |...|-0053 C|.N. -0BA +5|.Ne +3E3 +D|.N. -068 -2|
02822 |...|..... .|... +046 ..|... .... +2|.n. +053 ..|
02823 |...|..... .|... .... ..|TnE .... -F|... .... ..|
02824 |...|..... .|.n. +0E3 -5|... .... ..|... +001 ..|
02825 |...|..... .|... -045 ..|... .... ..|... .... ..|
02826 |...|..... .|... -02A ..|... .... ..|... .... ..|
02827 |...|+0053 8|.N. -093 +2|.Ne -489 +C|.N. -04A ..|
02828 |...|..... .|.n. +093 ..|tnE .... -C|.n. +05D ..|
02829 |...|..... .|... .... -1|... .... ..|... .... ..|
02830 |...|..... .|... +06F -1|... .... ..|... +001 ..|
02831 |...|..... .|... -045 ..|... .... ..|... .... ..|
02832 |...|..... .|... -02A ..|... .... ..|... .... ..|
02833 |+08|-0053 C|.N. -06E +5|TNe +1A6 +F|.N. -04C +5|
02834 |...|..... .|.n. +0DD ..|.n. .... ..|.n. +06E ..|
02835 |...|..... .|... .... -1|... .... -2|... .... ..|
02836 |-08|..... .|... .... -4|t.E .... -D|... +001 ..|
02837 |...|..... .|... -045 ..|... .... ..|... .... ..|
02838 |...|..... .|... -02A ..|... .... ..|... .... ..|
02839 |...|+0053 C|.N. -0BA +2|TNe -0A6 +C|... .... ..|
02840 |...|..... .|.n. +046 ..|tnE .... -C|... -001 ..|
02841 |...|..... .|... .... -1|... .... ..|... .... ..|
02842 |...|..... .|... +0E3 -1|... .... ..|... +001 ..|
02843 |...|..... .|... -045 ..|... .... ..|... .... ..|
02844 |...|..... .|... -02A ..|... .... ..|... .... -1|
02845 |...|..... C|.N. -09F +5|.Ne +9B9 +D|.N. -038 +1|
02846 |...|..... .|... +07C ..|... .... +2|.n. +0A6 ..|
02847 |...|..... .|... .... ..|TnE .... -F|... .... ..|
02848 |...|..... .|.n. +092 -5|... .... ..|... +001 ..|
02849 |...|..... .|... -045 ..|... .... ..|... .... ..|
-------------------------------------------------------
02850 |...|..... .|... -02A ..|... .... ..|... .... ..|
02851 |...|-0053 8|.N. -06E +2|.Ne -913 +C|... .... ..|
02852 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
02853 |...|..... .|... .... -1|... .... ..|... .... ..|
02854 |...|..... .|... .... -1|... .... ..|... +001 ..|
02855 |...|..... .|... -045 ..|... .... ..|... .... ..|
02856 |...|..... .|... -02A ..|... .... ..|... .... -1|
02857 |+08|+0053 C|.N. -0B4 +5|TNe .... +F|.N. -0DE -2|
02858 |...|..... .|.n. +053 ..|.n. .... ..|.n. +06E ..|
02859 |...|..... .|... .... -1|.N. .... -2|... .... ..|
02860 |-02|..... .|... +0D0 -4|... -29C -2|... +001 ..|
02861 |...|..... .|... -045 ..|... +064 -1|... .... ..|
02862 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
02863 |-0C|..... C|.N. -09F +2|... -1D2 +2|... .... ..|
02864 |...|..... .|.n. +07C ..|tnE .... -C|... -001 ..|
02865 |...|..... .|... .... -1|... .... ..|... .... ..|
02866 |...|..... .|... +092 -1|... .... ..|... +001 ..|
02867 |...|..... .|... -045 ..|... .... ..|... .... ..|
02868 |...|..... .|... -02A ..|... .... ..|... .... -1|
02869 |+08|-0053 C|.N. -0A6 +5|TNe +1A6 +F|.N. -094 ..|
02870 |...|..... .|.n. +06F ..|.n. .... ..|.n. +099 ..|
02871 |...|..... .|... .... -1|.N. .... -2|... +006 ..|
02872 |-02|..... .|... +0A6 -4|... -29C -2|... +007 ..|
02873 |...|..... .|... -045 ..|... +064 -1|... +006 ..|
02874 |+06|..... .|... -02A ..|... +064 ..|... +006 ..|
02875 |+04|+0053 C|.N. -0B4 +2|... -02C +5|... +006 ..|
02876 |...|..... .|.n. +053 ..|.n. .... ..|... +005 ..|
02877 |-08|..... .|... .... -1|.N. .... -2|... +006 ..|
02878 |-02|..... .|... +0D0 -1|... -29C -2|... +007 ..|
02879 |...|..... .|... -045 ..|... +064 -1|... +006 ..|
02880 |+06|..... .|... -02A ..|... +064 ..|... +006 -1|
02881 |-04|-0053 C|.N. -0C1 +5|... -02C +5|.N. -09C +5|
02882 |...|..... .|.n. +037 ..|.n. .... ..|.n. +083 ..|
02883 |...|..... .|... .... -1|... .... -2|... .... ..|
02884 |-08|..... .|... +0F9 -4|t.E .... -D|... +001 ..|
02885 |...|..... .|... -045 ..|... .... ..|... .... ..|
02886 |...|..... .|... -02A ..|... .... ..|... .... ..|
02887 |...|+0053 C|.N. -06E +2|TNe .... +C|... .... ..|
02888 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
02889 |...|..... .|... .... -1|... .... ..|... .... ..|
02890 |...|..... .|... .... -1|... .... ..|... +001 ..|
02891 |...|..... .|... -045 ..|... .... ..|... .... ..|
02892 |...|..... .|... -02A ..|... .... ..|... .... -1|
02893 |...|..... C|.N. -06E +5|.Ne +913 +D|.N. -0B0 ..|
02894 |...|..... .|... +0DD ..|... .... +2|.n. +0AF ..|
02895 |...|..... .|... .... ..|TnE .... -F|... .... ..|
02896 |...|..... .|.n. .... -5|... .... ..|... +001 ..|
02897 |...|..... .|... -045 ..|... .... ..|... .... ..|
02898 |...|..... .|... -02A ..|... .... ..|... .... ..|
02899 |...|-0053 8|.N. -0C1 +2|.Ne -9B9 +C|... .... ..|
-------------------------------------------------------
02900 |...|..... .|.n. +037 ..|tnE .... -C|... -001 ..|
02901 |...|..... .|... .... -1|... .... ..|... .... ..|
02902 |...|..... .|... +0F9 -1|... .... ..|... +001 ..|
02903 |...|..... .|... -045 ..|... .... ..|... .... ..|
02904 |...|..... .|... -02A ..|... .... ..|... .... -1|
02905 |+08|+0053 C|.N. -085 +5|TNe +1A6 +F|.N. -084 ..|
02906 |...|..... .|.n. +0AF ..|.n. .... ..|.n. +083 ..|
02907 |...|..... .|... .... -1|.N. .... -2|... .... ..|
02908 |-02|..... .|... +045 -4|... -29C -2|... +001 ..|
02909 |...|..... .|... -045 ..|... +064 -1|... .... ..|
02910 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
02911 |-0C|..... C|.N. -06E +2|... -12C +2|... .... ..|
02912 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
02913 |...|..... .|... .... -1|... .... ..|... .... ..|
02914 |...|..... .|... .... -1|... .... ..|... +001 ..|
02915 |...|..... .|... -045 ..|... .... ..|... .... ..|
02916 |...|..... .|... -02A ..|... .... ..|... .... -1|
02917 |...|-0053 C|.N. -0BA +5|.Ne +3E3 +D|.N. -099 +3|
02918 |...|..... .|... +046 ..|... .... +2|.n. +06E ..|
02919 |...|..... .|... .... ..|TnE .... -F|... .... ..|
02920 |...|..... .|.n. +0E3 -5|... .... ..|... +001 ..|
02921 |...|..... .|... -045 ..|... .... ..|... .... ..|
02922 |...|..... .|... -02A ..|... .... ..|... .... ..|
02923 |...|+0053 8|.N. -085 +2|.Ne -489 +C|... .... ..|
02924 |...|..... .|.n. +0AF ..|tnE .... -C|... -001 ..|
02925 |...|..... .|... .... -1|... .... ..|... .... ..|
02926 |...|..... .|... +045 -1|... .... ..|... +001 ..|
02927 |...|..... .|... -045 ..|... .... ..|... .... ..|
02928 |...|..... .|... -02A ..|... .... ..|... .... -1|
02929 |+08|-0053 C|.N. -06E +5|TNe +1A6 +F|.N. -094 ..|
02930 |...|..... .|.n. +0DD ..|.n. .... ..|.n. +093 ..|
02931 |...|..... .|... .... -1|... .... -2|... .... ..|
02932 |-08|..... .|... .... -4|t.E .... -D|... +001 ..|
02933 |...|..... .|... -045 ..|... .... ..|... .... ..|
02934 |...|..... .|... -02A ..|... .... ..|... .... ..|
02935 |...|+0053 C|.N. -0BA +2|TNe -0A6 +C|... .... ..|
02936 |...|..... .|.n. +046 ..|tnE .... -C|... -001 ..|
02937 |...|..... .|... .... -1|... .... ..|... .... ..|
02938 |...|..... .|... +0E3 -1|... .... ..|... +001 ..|
02939 |...|..... .|... -045 ..|... .... ..|... .... ..|
02940 |...|..... .|... -02A ..|... .... ..|... .... -1|
02941 |...|..... C|.N. -085 +5|.Ne +9B9 +D|.N. -06F ..|
02942 |...|..... .|... +0AF ..|... .... +2|.n. +06E ..|
02943 |...|..... .|... .... ..|TnE .... -F|... .... ..|
02944 |...|..... .|.n. +045 -5|... .... ..|... +001 ..|
02945 |...|..... .|... -045 ..|... .... ..|... .... ..|
02946 |...|..... .|... -02A ..|... .... ..|... .... ..|
02947 |...|-0053 8|.N. -06E +2|.Ne -913 +C|... .... ..|
02948 |...|..... .|.n. +0DD ..|tnE .... -C|... -001 ..|
02949 |...|..... .|... .... -1|... .... ..|... .... ..|
-------------------------------------------------------
02950 |...|..... .|... .... -1|... .... ..|... +001 ..|
02951 |...|..... .|... -045 ..|... .... ..|... .... ..|
02952 |...|..... .|... -02A ..|... .... ..|... .... -1|
02953 |+08|+0053 C|.N. -0BE +5|TNe .... +F|.N. -094 ..|
02954 |...|..... .|.n. +03E ..|.n. .... ..|.n. +093 ..|
02955 |...|..... .|... .... -1|.N. .... -2|... .... ..|
02956 |-02|..... .|... +0EF -4|... -29C -2|... +001 ..|
02957 |...|..... .|... -045 ..|... +064 -1|... .... ..|
02958 |+06|..... .|... -02A ..|... +064 ..|... .... ..|
02959 |-0C|..... C|.N. -085 +2|... -1D2 +2|... .... ..|
02960 |...|..... .|.n. +0AF ..|tnE .... -C|... -001 ..|
02961 |...|..... .|... .... -1|... .... ..|... .... ..|
02962 |...|..... .|... +045 -1|... .... ..|... +001 ..|
02963 |...|..... .|... -045 ..|... .... ..|... .... ..|
02964 |...|..... .|... -02A ..|... .... ..|... .... -1|
02965 |...|-0053 C|.N. -06E +5|.Ne +489 +D|.N. -06F ..|
02966 |...|..... .|... +0DD ..|... .... +2|.n. +077 ..|
02967 |...|..... .|... .... ..|TnE .... -F|... +009 ..|
02968 |...|..... .|.n. .... -5|... .... ..|... +00A ..|
02969 |...|..... .|... -045 ..|... .... ..|... +009 ..|
02970 |...|..... .|... -02A ..|... .... ..|... +009 ..|
02971 |...|+0053 8|.N. -0BE +2|.Ne -3E3 +C|... +009 ..|
02972 |...|..... .|.n. +03E ..|tnE .... -C|... +008 ..|
02973 |...|..... .|... .... -1|... .... ..|... +009 ..|
02974 |...|..... .|... +0EF -1|... .... ..|... +00A ..|
02975 |...|..... .|... -045 ..|... .... ..|... +009 ..|
02976 |...|..... .|... -02A ..|... .... ..|... +009 -1|
